id_patrimonio,id_parlamentar_voz,casa,ano_eleicao,ds_cargo,ds_tipo_bem,ds_bem,valor_bem
6873,25900,senado,2018,2º SUPLENTE,Terreno,"Terreno com 141,50m2, Av. Transamazônica, Picos-PI, adq. em 1990",6939.73
6874,25900,senado,2018,2º SUPLENTE,Terra nua,"Uma área de terras localidade Morros, Picos-PI, 6 hac, adq. em 1985.",13879.45
6875,25900,senado,2018,2º SUPLENTE,Terra nua,"Uma gleba de terras denominada Várzea do Jua, Simplício Mendes-PI",13879.45
6876,25900,senado,2018,2º SUPLENTE,Terreno,"Um lote de terreno denominado lote 13, qd- 76, loteam. Jardim Natal, Picos-PI, adq em 1990.",693.96
6877,25900,senado,2018,2º SUPLENTE,Casa,"Casa Residencial, Sítio Jardim Natal, adq. Em 1988.",41638.37
6878,25900,senado,2018,2º SUPLENTE,Terreno,"Terreno com 1.800m2 Sítio lugar Paraibinha, Picos-PI, adq. em 1990.",4163.83
6879,25900,senado,2018,2º SUPLENTE,Terra nua,"Uma área de terras com 5hac., localizado em Angico Torto, Picos-PI, adq. em 1987.",208.19
6880,25900,senado,2018,2º SUPLENTE,Terra nua,"Uma área de terras com 5 hact. Denominado angico Torto, Picos-PI, adq. em 1989.",208.19
6881,25900,senado,2018,2º SUPLENTE,Terra nua,"Uma gleba de terras localizada em Vereda do Meio, Simplício Mendes-PI",3469.86
6882,25900,senado,2018,2º SUPLENTE,Terra nua,"Uma gleba de terras localizada em Caraíbas, Simplício Mendes-PI",8327.67
6883,25900,senado,2018,2º SUPLENTE,Terra nua,"Uma área de terras com 26,11 hact., bairro Junco, Picos-PI, adq em 1990.",27758.91
6884,25900,senado,2018,2º SUPLENTE,Terra nua,"Uma Área de terra terras com 5hact, local. Ponta D¿água, Picos-PI, adq. em 1981.",1387.88
6885,25900,senado,2018,2º SUPLENTE,Terreno,"Seis lotes de terrenos, loteam. Pedrinhas, Picos-PI, 300m2 cada lote, adq. em 1986.",4197.69
6886,26008,senado,2018,1º SUPLENTE,Outras participações societárias,Família Giordano Indústria e Comércio Ltda,920
6887,26008,senado,2018,1º SUPLENTE,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",I Smart - 2009,30000
6888,26008,senado,2018,1º SUPLENTE,Embarcação,Star 6 - Moto Aquática,35000
6889,26008,senado,2018,1º SUPLENTE,Outras participações societárias,Multimineração - Extração de Minérios Ltda,247500
6890,26008,senado,2018,1º SUPLENTE,Embarcação,Pérola Negra - Moto Aquática,620000
6891,26008,senado,2018,1º SUPLENTE,Outras participações societárias,"Lobel Indústria, Comércio, Importação e Exportação de Metais Ltda",570000
6892,26008,senado,2018,1º SUPLENTE,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",Caminhão M. Benz - 1973,30000
6893,26008,senado,2018,1º SUPLENTE,Outras participações societárias,IBEF - Indústria Brasileira de Estruturas de Ferro Ltda,100
6894,25999,senado,2018,1º SUPLENTE,Terreno,03 TERRENOS SITUADOS NO MUNICÍPIO DE SANTARÉM-PA. (AV. MARECHAL RODON / AV. MENDONÇA FURTADO / AV. PRES. VARGAS),120000
6895,25999,senado,2018,1º SUPLENTE,Apartamento,"SITUADO NA RUA JUREMA. N534, ED. MAISON EMILIA, APT 181. SÃO PAULO-SP.",657394.11
6896,25999,senado,2018,1º SUPLENTE,"Jóia, quadro, objeto de arte, de coleção, antiguidade, etc.",JÓIAS E LIVROS RAROS.,72000
6897,25999,senado,2018,1º SUPLENTE,Sala ou conjunto,"02 SALAS COMERCIAIS (AV. BRIGADEIRO FARIA LIMA, 2012 - SÃO PAULO-SP / RUA DOS MUNDURUCUS, N. 3100. BELÉM-PA)",353204.26
6898,25999,senado,2018,1º SUPLENTE,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","MARCA CIVIC LXS, 2007/2008.",76000
6899,25999,senado,2018,1º SUPLENTE,Crédito decorrente de empréstimo,"DIREITO DE CRÉDITO CONTRA AS EMPRESAS: ALCOBACA INVEST. LTDA, GLAUBEN FARMACEUTICA LTDA.",2629002.56
6900,25999,senado,2018,1º SUPLENTE,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",SALDO NOS FUNDOS DE INVESTIMENTOS: BRADESCO E CREDIT SUISSE.,2397015.32
6901,25999,senado,2018,1º SUPLENTE,Ações (inclusive as provenientes de linha telefônica),"AÇÕES PREFERENCIAIS (PETROBRAS / BRADESPAR / BRADESCO / VCP-FIBRIA), ORDINÁRIAS (VALE / CSN / CPFL)",1149116
6902,25999,senado,2018,1º SUPLENTE,Consórcio não contemplado,"10 QUOTAS DE SALDO, NO CONTRATO DE CONSÓRCIO MANTIDO COM A BRADESCO CONSÓRCIOS",85842.1
6903,25999,senado,2018,1º SUPLENTE,Quotas ou quinhões de capital,"QUOTAS EM SOCIEDADE NAS EMPRESAS: CUNHA PONTES ADVOGADOS - R$35.000,00, ALCOBACA INVEST. LTDA ¿ R$1.344.000,00, GLAUBEN FARMACEUTICA LTDA ¿ R$5.720.807,00.",7099807
6904,25999,senado,2018,1º SUPLENTE,VGBL - Vida Gerador de Benefício Livre,PREMIOS ACUMULADOS EM VGBL NO BANCO DO BRASIL,500000
6905,25907,senado,2018,2º SUPLENTE,Outros bens imóveis,"Imóvel na Rua Boa ESperança n. 336, Lotes 05 e parte do 04, Quadra D, Farol Maceió-AL.",298000
6906,25907,senado,2018,2º SUPLENTE,Apartamento,"N. 1011, Edf Monte Fuji, Av. Dr. Júlio Marques Luz, n. 585, Jatiúca, Maceió-AL",109879.7
6907,25907,senado,2018,2º SUPLENTE,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Toyota Hilux SW4, Preta, ano 2013, Placa PGL-1490.",130000
6908,25907,senado,2018,2º SUPLENTE,Apartamento,"Edf. Ritz Suites Home Service, Flat 601, Praia de Cruz das Almas, Maceió-AL.",189510.92
6909,25008,senado,2018,SENADOR,Caderneta de poupança,#NULO#,303.34
6910,25008,senado,2018,SENADOR,Depósito bancário em conta corrente no País,#NULO#,13335.06
6911,25008,senado,2018,SENADOR,Outras aplicações e Investimentos,#NULO#,11.82
6912,25008,senado,2018,SENADOR,Outras aplicações e Investimentos,#NULO#,6000
6913,25008,senado,2018,SENADOR,Apartamento,#NULO#,335000
6914,25008,senado,2018,SENADOR,Dinheiro em espécie - moeda estrangeira,#NULO#,6768.8
6915,25008,senado,2018,SENADOR,Outras aplicações e Investimentos,#NULO#,6000
6916,25008,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,13695.62
6917,25008,senado,2018,SENADOR,Caderneta de poupança,#NULO#,228.21
6918,25008,senado,2018,SENADOR,Depósito bancário em conta corrente no País,#NULO#,854.99
6919,25008,senado,2018,SENADOR,Caderneta de poupança,#NULO#,356.93
6920,25385,senado,2018,SENADOR,Depósito bancário em conta corrente no País,"CEF, Agência  3314",2799.22
6921,25385,senado,2018,SENADOR,Dinheiro em espécie - moeda nacional,#NULO#,300000
6922,25385,senado,2018,SENADOR,Depósito bancário em conta corrente no País,Banco do Brasil Ag 5921,1321.02
6923,25385,senado,2018,SENADOR,Consórcio não contemplado,Caixa Econômica Fedral,42699.97
6924,25385,senado,2018,SENADOR,Terreno,"Lote residencial, Quadra 125, Rua São Luiz, Parque Amazônia- Goiânia / GO",45000
6925,25385,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",Automóvel Renault Fluence ano / modelo 2013 / 2014,65000
6926,25385,senado,2018,SENADOR,OUTROS BENS E DIREITOS,Crédito decorrente de contrato de Particular,300000
6927,25385,senado,2018,SENADOR,Fundo de Longo Prazo e Fundo de Investimentos em Direitos Creditórios (FIDC),"Fundo de Investimento CEF, Agência 3314",38.37
6928,25385,senado,2018,SENADOR,Apartamento,"Condominio Real Park, Torre Bragança, Apto 1004",285000
6929,25385,senado,2018,SENADOR,Outras participações societárias,Participação societária na empresa Abreu e Silvestre Hotelaria LTDA,100
6930,25385,senado,2018,SENADOR,Outras participações societárias,Participação societária na empresa Aliança Ponte Alta Imóveis Rurais e Agronegócios LTDA,1779088
6931,25385,senado,2018,SENADOR,OUTROS BENS E DIREITOS,Emprestimo concedido a Sra Iana Maria Abreu Silvastre,300000
6932,25385,senado,2018,SENADOR,Casa,"Residencia em construção no Condomínio Reserva du Park, Quadra 404 Sul, HM 3, Palmas / TO",800000
6933,25385,senado,2018,SENADOR,Fundo de Longo Prazo e Fundo de Investimentos em Direitos Creditórios (FIDC),BB C Prazo 50 MIL,11177.93
6934,25385,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",Veículo utilitário Fiat Strada Working ano / modelo 2012 / 2013,35800
6935,25385,senado,2018,SENADOR,Outras participações societárias,Participação societária na empresa Aliança imóveis Urbanos LTDA,24000
6936,25385,senado,2018,SENADOR,Depósito bancário em conta corrente no País,Banco do Brasil Ag 5921,3863.29
6937,25385,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",Veículo Utilitário Ford renger XLT ano / modelo 2013 /2013,78000
6938,25385,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",Veículo utilitário Fiat Fiorino ano / modelo 2001 / 2001,15000
6939,25385,senado,2018,SENADOR,Depósito bancário em conta corrente no País,Banco Bradesco Ag 1066,2
6940,25385,senado,2018,SENADOR,Depósito bancário em conta corrente no País,Banco do Brasil Ag 5921,5196.15
6941,25385,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",Automóvel Toyota SW4 SRV ano / modelo 2017 / 2018,135812.24
6942,25385,senado,2018,SENADOR,Outras participações societárias,Participação societária na empresa Aliança imóveis Rurais e Agronegócios LTDA,1007833
6943,26015,senado,2018,1º SUPLENTE,Terra nua,"9,5ha de terra em Linha Cinco Irmãos, Tapera/RS, matrícula 14.728",45545.45
6944,26015,senado,2018,1º SUPLENTE,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Automóvel Ford Fusion, ano 2007, placas IOD-7309, em nome de Vera Lucia Orth",60000
6945,26015,senado,2018,1º SUPLENTE,Quotas ou quinhões de capital,"Quota capital na empresa Agropecuária Tapera Grande Ltda, CNPJ 15.416.210/0001-32",33333
6946,26015,senado,2018,1º SUPLENTE,Quotas ou quinhões de capital,"37,64% do capital social da empresa Transorth - Transportes Orth Ltda, CNPJ 87.766.192/0001-20",694644.27
6947,26015,senado,2018,1º SUPLENTE,Terra nua,"1.250ha de terra em Aripuana/MT, matrícula n. 20861",71026.8
6948,26015,senado,2018,1º SUPLENTE,Terra nua,"3.288,76ha de terra em Correntina/BA, matrícula1.931",435081.7
6949,26015,senado,2018,1º SUPLENTE,Quotas ou quinhões de capital,"16,56% do capital social da empresa Transorth - Transportes Orth Ltda, CNPJ 87.766.192/0001-20, em nome do conjuge",305500.36
6950,26015,senado,2018,1º SUPLENTE,Quotas ou quinhões de capital,"13,67% do capital social da empresa Buritis Agro Industrial Ltda",669087.26
6951,26015,senado,2018,1º SUPLENTE,Quotas ou quinhões de capital,"50% participação da empresa Orth e Orth Ltda, em nome da cônjuge Vera Lucia Orth",53036.22
6952,26015,senado,2018,1º SUPLENTE,Terra nua,"1/2 de uma área de terra com 30.000m², adquirida em 01/07/1988, parceria com Antonio Orth",7154.68
6953,26015,senado,2018,1º SUPLENTE,Apartamento,"Apto e box no edifício Solar Verdes Campos, em Tapera/RS, matrículas 7751 e 7743",190785
6954,26015,senado,2018,1º SUPLENTE,Quotas ou quinhões de capital,Sicredi quota capital Vera,17947.27
6955,26015,senado,2018,1º SUPLENTE,Terra nua,"794,54ha de terra em Correntina/BA, matrícula 9.092",45767.78
6956,26015,senado,2018,1º SUPLENTE,Terra nua,"2.424,67ha de terra em Correntina/BA, matrícula 2.582",329277.04
6957,26015,senado,2018,1º SUPLENTE,Depósito bancário em conta corrente no País,Moeda corrente nacional,267640
6958,26015,senado,2018,1º SUPLENTE,Terra nua,"1.239,82ha de terra em Correntina/BA, matrícula 9.065",166601.52
6959,26015,senado,2018,1º SUPLENTE,Quotas ou quinhões de capital,Cotas partes da Cooperativa Tritícola Taperense Ltda,14357.92
6960,26015,senado,2018,1º SUPLENTE,Depósito bancário em conta corrente no País,Conta corrente na Caixa Econômica Federal,6238.78
6961,26015,senado,2018,1º SUPLENTE,Quotas ou quinhões de capital,Cota parte da Cooperativa de Crédito Rural Taperense Ltda,121679.03
6962,26015,senado,2018,1º SUPLENTE,Caderneta de poupança,Poupança junto ao Banco Bradesco,16.33
6963,26015,senado,2018,1º SUPLENTE,Terreno,"50% de um terreno com 8.800m², com construções diversas, em Sertão",322694.88
6964,26015,senado,2018,1º SUPLENTE,Depósito bancário em conta corrente no País,Conta corrente junto ao Banco Bradesco,12.76
6965,26007,senado,2018,2º SUPLENTE,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,2725000
6966,26007,senado,2018,2º SUPLENTE,Apartamento,#NULO#,26932
6967,26007,senado,2018,2º SUPLENTE,Quotas ou quinhões de capital,#NULO#,2855
6968,26007,senado,2018,2º SUPLENTE,Apartamento,#NULO#,22500
6969,26007,senado,2018,2º SUPLENTE,Galpão,#NULO#,84526
6970,26007,senado,2018,2º SUPLENTE,Prédio comercial,#NULO#,69609
6971,26007,senado,2018,2º SUPLENTE,Depósito bancário em conta corrente no País,#NULO#,187850
6972,26007,senado,2018,2º SUPLENTE,Sala ou conjunto,#NULO#,34235
6973,26007,senado,2018,2º SUPLENTE,Apartamento,#NULO#,41580
6974,26007,senado,2018,2º SUPLENTE,Quotas ou quinhões de capital,#NULO#,523600
6975,26007,senado,2018,2º SUPLENTE,Casa,#NULO#,153307
6976,26007,senado,2018,2º SUPLENTE,Terreno,#NULO#,59886
6977,26007,senado,2018,2º SUPLENTE,Sala ou conjunto,#NULO#,40665
6978,26007,senado,2018,2º SUPLENTE,Apartamento,#NULO#,225512
6979,26007,senado,2018,2º SUPLENTE,Galpão,#NULO#,41434
6980,26010,senado,2018,1º SUPLENTE,Terreno,50% terreno edificado com casa em alvenaria - Joinville/SC,114062.5
6981,26010,senado,2018,1º SUPLENTE,Apartamento,"50% apto com área total de 574,13m², Meia Praia - Itapema/SC.",56215.13
6982,26010,senado,2018,1º SUPLENTE,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Jetta Comfortline 1.4 TSI, preto ninja, 2016-2017.",96700
6983,26010,senado,2018,1º SUPLENTE,Apartamento,"Apto - Atiradores, Joinville/SC",392500
6984,26010,senado,2018,1º SUPLENTE,OUTROS BENS E DIREITOS,Crédito,337835
6985,26010,senado,2018,1º SUPLENTE,Apartamento,"Apto  - Atiradores, Joinvlle/SC",392500
6986,26010,senado,2018,1º SUPLENTE,OUTROS BENS E DIREITOS,3 ações ON e 9 PN - OI SA.,155.34
6987,26010,senado,2018,1º SUPLENTE,"Aplicação de renda fixa (CDB, RDB e outros)",BB renda fixa LP 100.,17454.17
6988,26010,senado,2018,1º SUPLENTE,Quotas ou quinhões de capital,50% cotas da Empresa Appel da Silveira Adm de bens.,500
6989,26010,senado,2018,1º SUPLENTE,Apartamento,"APTO Avenida Mauro Ramos, Florianópolis/SC.",34985.17
6990,25978,senado,2018,2º SUPLENTE,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",FIAT/PALIO 2006/2007 PLACA JGS 7047,7000
6991,25978,senado,2018,2º SUPLENTE,Casa,RUA 3 CHÁCARA 78 LOTE F2 COLÔNIA AGRÍCOLA SAMAMBAIA - VICENTE PIRES/DF,370000
6992,25978,senado,2018,2º SUPLENTE,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",CHEVROLET/CLASSIC 2009/2010 PLACA JHP 6432,11000
6993,24770,senado,2018,SENADOR,Crédito decorrente de empréstimo,EMPRESTIMO JUNTO A RENATO FERNANDES FERREIRA CPF 70603545149,700000
6994,24770,senado,2018,SENADOR,Outras participações societárias,99% DAS QUOTAS DA MAGNIFICA AUDITORES E CONSULTORES LTDA,9400
6995,24770,senado,2018,SENADOR,OUTROS BENS E DIREITOS,"UNIDADE 1207 DO ED. HOTEL DAS NACOES END SHS QD 04 LOTE 07 AREA PRIVATIVA DE 24,87 M2 ADQUIRIDO DE JC GONTIJO 201 EMP IMOB SA CNPJ 3878700000125",466727.29
6996,24770,senado,2018,SENADOR,Outros bens imóveis,"50% DA CHACARA NO 13 SITUADA A RESERVA G GLEBA 03 AREA RURAL DO DF, PERMUTA EM 11.11.97 COM JOSE ALVES DA PAIXAO, E OS DEMAIS 50% ADQUIRIDOS EM 1999 DE ANA MARIA MESQUITA E AFONSO CELSO DE MESQUITA",180000
6997,24770,senado,2018,SENADOR,Outras participações societárias,"99% QUOTAS DA CONSULTHABIL CONSULTORES, AUDITORES E CONTADORES SC LTDA",344385
6998,24770,senado,2018,SENADOR,Casa,CASA SITO A SHIS QL 12 CONJUNTO 8 CASA 20 LAGO SUL,800000
6999,24770,senado,2018,SENADOR,Outras participações societárias,"99% QUOTAS DO CENTRO DE ENSINO SAO FRANCISCO SC LTDA, EM NOME DO CONJUGE IVONE FERNANDES FERREIRA",6870.32
7000,24770,senado,2018,SENADOR,Casa,CASA 114 CONJ B QI 08 GUARA I,373568.3
7001,24770,senado,2018,SENADOR,Crédito decorrente de empréstimo,ADIANTAMENTO EMPRESTIMO AERIAL IND.COM,30548.8
7002,24770,senado,2018,SENADOR,Linha telefônica,01 LINHA TELEFONICA NO 9471842,1148.77
7003,24770,senado,2018,SENADOR,VGBL - Vida Gerador de Benefício Livre,PLANO DE PREVIDENCIA - VIVER VGBL,11487.54
7004,24770,senado,2018,SENADOR,Crédito decorrente de empréstimo,EMPRESTIMO JUNTO A MARCELO FERNANDES FERREIRA CPF 71242163115,345000
7005,24770,senado,2018,SENADOR,Linha telefônica,01 LINHA TELEFONICA NO 32484445,2220.7
7006,24770,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",PAJERO TR 4 FLEX PLACA JHU9417 ADQUIRIDO DA EMPRESA TOKYO,52000
7007,24770,senado,2018,SENADOR,Outras participações societárias,99% DAS QUOTAS DE CAPITAL DA EMPRESA IMOBILIARIA GIS LTDA CNPJ 16813994/0001-03,521198.48
7008,24770,senado,2018,SENADOR,Benfeitorias,BENFEITORIAS EFETUADAS NA CHACARA NO SITUADA NA RESERVA G GLEBA 03 AREA RURAL DO DF NO 13,1385862
7009,24770,senado,2018,SENADOR,Benfeitorias,BENFEITORIAS EFETUADAS NO LOTE/CASA SITO A SHIS QL 12 CONJUNTO 8 CASA 20 LAGO SUL,1862900.2
7010,24770,senado,2018,SENADOR,Linha telefônica,01 LINHA TELEFONICA NO 33641635,2220.7
7011,24770,senado,2018,SENADOR,Crédito decorrente de empréstimo,EMPRESTIMO JUNTO A SERGIO FERNANDES FERREIRA CPF 03781082121,100000
7012,24770,senado,2018,SENADOR,Caderneta de poupança,BRB SA,3974.51
7013,24770,senado,2018,SENADOR,"Aplicação de renda fixa (CDB, RDB e outros)",BANCO ITAU SA,42.3
7014,24770,senado,2018,SENADOR,Sala ou conjunto,"SALA 506 ED. ELDORADO SDS AREA 90,53 M2",60000
7015,24770,senado,2018,SENADOR,Linha telefônica,01 LINHA TELEFONICA NO 33814666,2220.7
7016,24770,senado,2018,SENADOR,Crédito decorrente de empréstimo,EMPRESTIMO A CENTRO DE ENSINO SAO FRANCISCO SC LTDA,1191286.72
7017,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VALTRA TRATOR SOBRE RODAS, V125423249",143000
7018,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","HYUNDAI TUCSON, PLACA JKM 2638, RENAVAM: 00565500708",67000
7019,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","TOYOTA HILLUX, PLACA PAD 5931 - RENAVAM: 01041215875",155000
7020,235,senado,2018,SENADOR,Quotas ou quinhões de capital,CNPJ: 05.143.490/0001-07 - REDE BRASIL AMAZÔNIA DE TELEVISÃO,375000
7021,235,senado,2018,SENADOR,Terra nua,"SÃO DOMINGOS DO CAPIM/PA, FAZENDA MODELO",333251.27
7022,235,senado,2018,SENADOR,Crédito decorrente de empréstimo,CNPJ: 04.580.981/0001-44 - AGROPECUÁRIA RIO BRANCO,3989190.3
7023,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",ROÇADEIRA SP2 TH2 RIXON,15650
7024,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",CHEVROLET - CD OMEGA - RENAVAM: 00721935630,53500
7025,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VALTRA TRATOR SOBRE RODAS, H165365825",169000
7026,235,senado,2018,SENADOR,Aeronave,"MODELO 58, SERIE TH2112, ANO 2005, PREFIXO: PR-JAD, REGISTRO: 17773",700503.79
7027,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VALTRA TRATOR DE PNEUS 2012, MODELO BT150, T150314652",130000
7028,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VALTRA TRATOR MODELO 2014, M125401688",136000
7029,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","HYUNDAI AZERA, PLACA PAM 3167, RENAVAM: 011068999087",139900
7030,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",ROÇADEIRA SP2 MESTRA RIXON,16700
7031,235,senado,2018,SENADOR,Terreno,"SALINÓPOLIS/PA, ANTIGO FAROL",2725.67
7032,235,senado,2018,SENADOR,Quotas ou quinhões de capital,CNPJ: 04.580.981/0001-44 AGROPECUÁRIA  RIO BRANCO,1854098
7033,235,senado,2018,SENADOR,Consórcio não contemplado,CNPJ: 60.746.948/0001-12 - BRADESCO,12329.11
7034,235,senado,2018,SENADOR,Terra nua,"SÃO DOMINGOS DO CAPIM/PA, RETIRO DO CHÃO PRETO",11985.78
7035,235,senado,2018,SENADOR,Outras aplicações e Investimentos,CNPJ: 05.943.661/0001-74 - BANCO DO BRASIL,20663.39
7036,235,senado,2018,SENADOR,Terra nua,"AURORA DO PARÁ/PA, FAZENDA CHÃO PRETO",269721.97
7037,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",ROÇADEIRA SP2 TH2 RIXON,15650
7038,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",ROÇADEIRA SP2 MESTRA RIXON,16700
7039,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VALTRA TRATOR DE PNEUS, MODELO 8, M125363380",130000
7040,235,senado,2018,SENADOR,Depósito bancário em conta corrente no País,"SALDO EM 31/12, EM MOEDA CORRENTE",48221
7041,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",ROÇADEIRA SP2 TH2 RIXON,15650
7042,235,senado,2018,SENADOR,Casa,"MARABÁ/PA, ROD. TRASAMAZONICA KM 04",91845
7043,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VALTRA TRATOR MODELO 2014, M12540PO",130000
7044,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","CHEVROLET S10 LS, PLACA PBB 7344, RENAVAM: 01131584985",104971
7045,235,senado,2018,SENADOR,"Aplicação de renda fixa (CDB, RDB e outros)","CNPJ: 60.746.948/0001-12 - BRADESCO,. AG: 1339, C/C: 23144-4",128433.12
7046,235,senado,2018,SENADOR,Terreno,"ANANINDEUA/PA, ESTRADA DO MAGUARI",492.41
7047,235,senado,2018,SENADOR,Terreno,"BELÉM/PA - EDIFICADO, ROD. AUGUSTO MONTENEGRO, 2068",200000
7048,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","JAGUAR, PLACA CLC 4242 - RENAVAM:00693504293",78000
7049,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",ROÇADEIRA SP2 TH2 RIXON,15650
7050,235,senado,2018,SENADOR,Apartamento,"BELÉM/PA - AV. BRAZ DE AGUIAR, 365, APTO 1002",200000
7051,235,senado,2018,SENADOR,Prédio comercial,"MARABÁ/PA - ROD. TRANSAMAZÔNICA , KM 04",32145.75
7052,235,senado,2018,SENADOR,Terra nua,"AURORA DO PARÁ/PA, FAZENDA CHÃO DE ESTRELAS",420606.04
7053,235,senado,2018,SENADOR,Prédio comercial,"BELÉM/PA - RUA GASPAR VIANA, 773",555178.25
7054,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","MMC/L200 4X4 GL, PLACA JVD 0241, RENAVAM: 00875268986",35000
7055,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VALTRA TRATOR MODELO 2014, A750380515",96000
7056,235,senado,2018,SENADOR,Quotas ou quinhões de capital,CNPJ: 04.218.335/0001-31 - DIÁRIOS DO PARÁ,468000
7057,235,senado,2018,SENADOR,Quotas ou quinhões de capital,CNPJ: 47.639.695/0001-10 - GRÁFICA E EDITORA BAURU,6767
7058,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VALTRA TRATOR SOBRE RODAS, V125423248",143000
7059,235,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","TOYOTA HILLUX, PLACA ELJ 3327 - RENAVAM: 00182585395",153000
7060,235,senado,2018,SENADOR,Aeronave,"MODELO F90, SERIE LA175, ANO 1982, PREFIXO: PT-OZP, REGISTRO:14124",1500000
7061,2581,senado,2018,SENADOR,"Aplicação de renda fixa (CDB, RDB e outros)",APLICAÇÕES DIVERSAS,748037.13
7062,2581,senado,2018,SENADOR,Apartamento,"APARTAMENTO 201, SITUADO NA RUAL GENERAL VOSSIO BRIGIDO, N 94, NA FREGUESIA DE JACARÉPAGUÁ, NO RIO DE JANEIRO, HERANÇA PATERNA",25000
7063,2581,senado,2018,SENADOR,Apartamento,"APARTAMENTO 1302, EDIFÍCIO MANSÃO VICTORY TOWER, SITUADO NA AVENIDA SETE DE SETEMBRO, 2224, VITÓRIA, SALVADOR, BAHIA",1601769.43
7064,2581,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VEÍCULO MARCA MITSUBISHI, MODELO PAJERO DAKAR, HPE D, ANO FABRICAÇÃO 2014, MODELO 2015, PLACA OZJ-9407 ADQUIRIDO 28/03/2014",55000
7065,2581,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VEÍCULO FORD ANO 1929, PLACA JPC-8013",5000
7066,2581,senado,2018,SENADOR,Depósito bancário em conta corrente no País,"SALDO EM CONTA CORRENTE NO BANCO DO BRASIL, AGÊNCIA 1965-8, CONTA 408.442-X",20186.08
7067,2581,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VEÍCULO TOYOTA, MODELO LAND CRUISER PRADO, ANO 2008",72000
7068,2581,senado,2018,SENADOR,Apartamento,"APARTAMENTO 101, SITUADO NA RUAL GENERAL VOSSIO BRIGIDO, N 94, NA FREGUESIA DE JACARÉPAGUÁ, NO RIO DE JANEIRO, HERANÇA PATERNA",25000
7069,2581,senado,2018,SENADOR,Ações (inclusive as provenientes de linha telefônica),AÇÕES EM BOLSAS DE VALORES,438775.12
7070,2581,senado,2018,SENADOR,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VEÍCULO HYUNDAI HB20 1.6, CONFORT PLUS, ANO DE FABRICAÇÃO 2015",42000
